as_of,B13779,B14678,B09156,B25037,B19389,B19569,B23689,B13231,B23166,B06011,B13582,B26020,B08422,B21794,B17112,B08466,B05011,B05901,B01060,B21050,B24329,B00496,B01855,B21046,B16175,B11079,B23422,B12752,B18263,B01061,B06391,B18900,B01343,B20889,B10332,B08453,B08620,B25209,B07369,B00698,B00056,B05848,B10640,B03784,B14200,B10090,B08417,B23744,B09513,B23853,B14562,B20421,B21552,B18562,B23646,B11225,B18804,B15382,B25119,B12602,B13661,B09934,B06127,B02943,B03731,B03952,B03459,B04369,B21505,B01637,B06905,B15668,B05924,B23372,B15619
2005-10-31,19.1474,,41.5189,,7892.86,,37.7277,,7.11,29.1624,13.44,44.7682,40.5533,,14.5247,123.807,51.9798,26.539,16.6833,23.5553,40.0745,,,20.5259,18.8335,10.17,16.9826,22.2802,,93.7498,25.5481,,,,22.1085,,,,9.9,,,44.352,,9.9,18.795,,20.5916,29.3278,,21.2453,17.5881,,22.8025,,22.1655,,20.5212,,13.981,,28.6315,62.5984,8.69,242.455,,,327.97,31.7964,25.8392,,86.5021,429.242,10.4867,19.7757,47.3853
2005-11-01,19.0829,,41.5927,,7872.52,,37.5648,,7.13,29.0136,13.43,44.9989,40.6015,,14.4841,124.057,51.8864,26.4289,16.6016,23.5553,39.9313,,,20.4712,18.7655,10.19,17.0037,22.216,,93.5245,25.4855,,,,22.029,,,,9.9,,,44.2733,,9.88,18.7435,,20.5638,29.2654,,21.1611,17.5337,,22.7593,,22.1045,,20.5345,,13.981,,28.3882,62.3901,8.67,242.239,,,327.792,31.7639,25.8392,,85.3477,428.758,10.4361,19.6642,47.2169
2005-11-02,19.2119,,42.446,,7946.48,,38.2038,,7.31,29.2219,13.56,45.6505,41.4444,,14.6264,125.873,52.1664,26.9058,16.7547,23.9094,40.329,,,20.8105,19.2757,10.34,17.2357,22.4726,,94.6513,25.976,,,,22.2561,,,,10.04,,,44.8041,,10.02,18.9236,,20.9116,29.6712,,21.54,17.7187,,22.9756,,22.4823,,20.8547,,14.2391,,28.6619,63.506,8.84,244.76,,,330.272,32.3606,26.1534,,86.0404,433.715,10.5272,20.0211,47.6883
2005-11-03,19.2764,,42.3617,,7994.55,,38.1788,,7.34,29.4005,13.59,45.9763,41.8537,,14.6772,126.343,52.3219,26.7591,16.8874,23.928,40.5199,,,20.8215,19.2757,10.43,17.299,22.5154,,95.6654,26.0595,,,,22.3242,,,,10.17,,,45.0007,,10.05,19.0137,,21.1203,29.7648,,21.526,17.7949,,23.091,,22.4701,,21.0549,,14.2391,,28.8139,63.5209,8.91,246.489,,,330.803,32.5992,26.2534,,86.3482,435.529,10.5474,20.0434,47.9071
2005-11-04,19.3151,,42.2564,,7979.76,,38.1537,,7.31,29.3112,13.56,46.0713,41.6611,,14.667,126.061,52.1975,26.7407,16.8261,23.9094,40.5199,,,20.8434,19.3211,10.43,17.2674,22.4085,,95.7781,26.0386,,,,22.3583,,,,10.2,,,45.1384,,10.07,19.0137,,21.1516,29.7492,,21.512,17.8058,,23.0477,,22.397,,21.0682,,14.2167,,28.8747,63.5507,8.92,245.48,,,331.688,32.4473,26.282,,85.6556,434.683,10.5676,19.9765,47.9239
2005-11-05,19.3151,,42.2564,,7979.76,,38.1537,,7.31,29.3112,13.56,46.0713,41.6611,,14.667,126.061,52.1975,26.7407,16.8261,23.9094,40.5199,,,20.8434,19.3211,10.43,17.2674,22.4085,,95.7781,26.0386,,,,22.3583,,,,10.2,,,45.1384,,10.07,19.0137,,21.1516,29.7492,,21.512,17.8058,,23.0477,,22.397,,21.0682,,14.2167,,28.8747,63.5507,8.92,245.48,,,331.688,32.4473,26.282,,85.6556,434.683,10.5676,19.9765,47.9239
2005-11-06,19.3151,,42.2564,,7979.76,,38.1537,,7.31,29.3112,13.56,46.0713,41.6611,,14.667,126.061,52.1975,26.7407,16.8261,23.9094,40.5199,,,20.8434,19.3211,10.43,17.2674,22.4085,,95.7781,26.0386,,,,22.3583,,,,10.2,,,45.1384,,10.07,19.0137,,21.1516,29.7492,,21.512,17.8058,,23.0477,,22.397,,21.0682,,14.2167,,28.8747,63.5507,8.92,245.48,,,331.688,32.4473,26.282,,85.6556,434.683,10.5676,19.9765,47.9239
2005-11-07,19.3925,,42.425,,8007.49,,38.3166,,7.32,29.4005,13.57,46.1663,41.7333,,14.6975,126.311,52.1975,27.0525,16.8771,24.0212,40.6154,,,20.9419,19.5592,10.45,17.2971,22.4619,,95.8907,26.1847,,,,22.4491,,,,10.23,,,45.2563,,10.09,19.0651,,21.162,29.796,,21.6102,17.8493,,23.1343,,22.5188,,21.1349,,14.284,,28.8848,63.8036,8.92,245.408,,,333.371,32.545,26.3677,,85.5786,435.287,10.6182,20.0769,48.0249
2005-11-08,19.3409,,42.1721,,7983.46,,38.041,,7.28,29.3707,13.55,46.0849,41.3239,,14.6467,125.341,52.1042,26.7957,16.8669,23.8908,40.4881,,,20.7777,19.5365,10.39,17.2429,22.3657,,95.44,25.976,,,,22.3469,,,,10.19,,,45.0597,,10.04,19.0137,,21.0855,29.7024,,21.4699,17.7949,,23.0621,,22.4335,,21.0549,,14.2055,,28.7936,63.4763,8.88,245.264,,,332.574,32.3389,26.3391,,85.1169,434.32,10.5676,19.9319,47.8734
2005-11-09,19.3796,,42.3196,,8003.79,,38.2289,,7.28,29.4302,13.54,45.9491,41.348,,14.6365,125.654,52.1353,26.9241,16.8669,24.0026,40.5676,,,20.8762,19.5138,10.45,17.249,22.4512,,95.8907,26.0595,,,,22.4037,,,,10.17,,,45.0204,,10.06,19.0651,,21.1063,29.7648,,21.5821,17.8384,,23.1054,,22.5554,,21.0282,,14.2728,,28.8747,63.8036,8.88,244.976,,,332.84,32.4148,26.3534,,85.3662,435.166,10.6081,20.0099,47.9576
2005-11-10,19.5732,,42.3723,,8074.05,,38.2665,,7.31,29.6683,13.59,46.5057,41.4684,,14.8093,126.249,52.3219,27.1992,16.969,24.0958,40.9176,,,21.128,19.6612,10.5399,17.3129,22.4619,,96.7922,26.1952,,,,22.6535,,,,10.27,,,45.5905,,10.17,19.2453,,21.3185,30.0146,,21.7645,17.9908,,23.3073,,22.6894,,21.2951,,14.3625,,29.2801,64.2203,8.98,245.048,,,336.647,32.5124,26.5962,,84.8264,437.222,10.7498,20.1661,48.3784
2005-11-11,19.6506,,42.6673,,8109.18,,38.279,,7.32,29.7575,13.65,46.56,41.6129,,14.85,126.656,52.3842,27.2359,17.0302,24.1889,41.0449,,,21.128,19.7406,10.55,17.3644,22.5795,,96.7922,26.2891,,,,22.7103,,,,10.28,,,45.6495,,10.18,19.3224,,21.4367,30.1707,,21.7786,18.0561,,23.3506,,22.7504,,21.3351,,14.3962,,29.351,64.4434,9.01,245.984,,,337.355,32.686,26.7391,,84.595,439.036,10.7802,20.1884,48.5299
2005-11-12,19.6506,,42.6673,,8109.18,,38.279,,7.32,29.7575,13.65,46.56,41.6129,,14.85,126.656,52.3842,27.2359,17.0302,24.1889,41.0449,,,21.128,19.7406,10.55,17.3644,22.5795,,96.7922,26.2891,,,,22.7103,,,,10.28,,,45.6495,,10.18,19.3224,,21.4367,30.1707,,21.7786,18.0561,,23.3506,,22.7504,,21.3351,,14.3962,,29.351,64.4434,9.01,245.984,,,337.355,32.686,26.7391,,84.595,439.036,10.7802,20.1884,48.5299
2005-11-13,19.6506,,42.6673,,8109.18,,38.279,,7.32,29.7575,13.65,46.56,41.6129,,14.85,126.656,52.3842,27.2359,17.0302,24.1889,41.0449,,,21.128,19.7406,10.55,17.3644,22.5795,,96.7922,26.2891,,,,22.7103,,,,10.28,,,45.6495,,10.18,19.3224,,21.4367,30.1707,,21.7786,18.0561,,23.3506,,22.7504,,21.3351,,14.3962,,29.351,64.4434,9.01,245.984,,,337.355,32.686,26.7391,,84.595,439.036,10.7802,20.1884,48.5299
2005-11-14,19.6635,,42.6146,,8081.45,,38.1662,,7.34,29.7278,13.63,46.5871,41.5407,,14.8296,126.593,52.3219,27.1809,16.9894,24.1703,41.0131,,,21.0295,19.8426,10.5399,17.3181,22.4298,,97.0175,26.2056,,,,22.6989,,,,10.28,,,45.5905,,10.18,19.3096,,21.4576,30.1394,,21.6803,18.0234,,23.3794,,22.7016,,21.3351,,14.3513,,29.3612,64.2351,9.01,245.768,,,336.735,32.7403,26.7105,,84.7493,439.761,10.7498,20.1438,48.4963
2005-11-15,19.599,,42.2248,,8042.62,,37.7152,,7.3,29.6385,13.59,46.3699,41.2276,,14.7687,125.936,52.1975,26.7774,16.9486,23.9653,40.854,,,20.8324,19.5705,10.5096,17.2405,22.1946,,96.7922,25.903,,,,22.5967,,,,10.24,,,45.5315,,10.15,19.2324,,21.3567,30.0146,,21.4278,17.9581,,23.3073,,22.4701,,21.1883,,14.2391,,29.2396,63.4911,8.96,245.12,,,336.027,32.5124,26.5391,,84.3637,438.31,10.7093,19.9988,48.3111
2005-11-16,19.6119,,42.3617,,8050.02,,37.7778,,7.33,29.6683,13.6,46.5193,41.4203,,14.8093,125.842,52.2597,26.594,16.9486,23.9653,40.9336,,,20.7777,19.4571,10.5197,17.2429,22.3122,,97.2429,25.8717,,,,22.5967,,,,10.29,,,45.6692,,10.18,19.2838,,21.4089,30.1394,,21.4137,17.9908,,23.3794,,22.4823,,21.2817,,14.2279,,29.2497,63.3721,9.01,246.128,,,336.647,32.5884,26.5391,,84.7493,438.189,10.6992,19.9653,48.4121
2005-11-17,19.7796,,43.0255,,8135.06,,38.3291,,7.46,29.9063,13.73,47.0894,42.0464,,14.9415,127.564,52.6019,27.0158,16.9894,24.2635,41.3154,,,21.0295,19.7066,10.661,17.38,22.5688,,98.257,26.2891,,,,22.8352,,,,10.44,,,46.2196,,10.31,19.4639,,21.7184,30.4516,,21.7926,18.1649,,23.5958,,22.8722,,21.5219,,14.4074,,29.5639,64.3542,9.16,248.289,,,340.72,33.0983,26.7533,,85.906,443.147,10.8005,20.2553,48.8666
2005-11-18,19.857,,43.1203,,8175.74,,38.6299,,7.51,30.0849,13.77,47.198,42.1427,,14.9821,127.94,52.7885,27.3276,17.1016,24.3566,41.5063,,,21.128,19.7746,10.7216,17.4328,22.6437,,98.4824,26.4457,,,,22.9033,,,,10.44,,,46.2786,,10.32,19.5926,,21.7671,30.5296,,21.9189,18.2629,,23.6102,,23.055,,21.6286,,14.4972,,29.6247,64.8601,9.16,249.37,,,342.048,33.2393,26.8533,,85.8289,444.839,10.8409,20.3557,49.0854
2005-11-19,19.857,,43.1203,,8175.74,,38.6299,,7.51,30.0849,13.77,47.198,42.1427,,14.9821,127.94,52.7885,27.3276,17.1016,24.3566,41.5063,,,21.128,19.7746,10.7216,17.4328,22.6437,,98.4824,26.4457,,,,22.9033,,,,10.44,,,46.2786,,10.32,19.5926,,21.7671,30.5296,,21.9189,18.2629,,23.6102,,23.055,,21.6286,,14.4972,,29.6247,64.8601,9.16,249.37,,,342.048,33.2393,26.8533,,85.8289,444.839,10.8409,20.3557,49.0854
2005-11-20,19.857,,43.1203,,8175.74,,38.6299,,7.51,30.0849,13.77,47.198,42.1427,,14.9821,127.94,52.7885,27.3276,17.1016,24.3566,41.5063,,,21.128,19.7746,10.7216,17.4328,22.6437,,98.4824,26.4457,,,,22.9033,,,,10.44,,,46.2786,,10.32,19.5926,,21.7671,30.5296,,21.9189,18.2629,,23.6102,,23.055,,21.6286,,14.4972,,29.6247,64.8601,9.16,249.37,,,342.048,33.2393,26.8533,,85.8289,444.839,10.8409,20.3557,49.0854
2005-11-21,19.9473,,43.4995,,8199.77,,39.0684,,7.6,30.2039,13.85,47.388,42.6243,,15.0533,128.66,53.0374,27.6027,17.1935,24.5057,41.729,,,21.1827,19.9447,10.8124,17.5067,22.8361,,98.9331,26.6961,,,,23.0055,,,,10.55,,,46.5932,,10.4,19.6955,,21.9027,30.7794,,22.1294,18.3608,,23.7689,,23.2378,,21.8021,,14.5982,,29.7362,65.3957,9.26,250.81,,,343.465,33.5213,27.0819,,86.6,447.5,10.8814,20.5899,49.3379
2005-11-22,20.0247,,43.7208,,8234.9,,39.3065,,7.62,30.3229,13.91,47.5916,42.9615,,15.1041,129.317,53.2987,27.7678,17.3057,24.5989,41.9358,,,21.2703,20.0467,10.8629,17.57,23.0285,,99.3838,26.8214,,,,23.1191,,,,10.59,,,46.8094,,10.47,19.7984,,22.0697,30.9042,,22.2697,18.437,,23.8842,,23.2865,,21.9222,,14.6767,,29.7565,65.7826,9.3,252.899,,,344.173,33.8251,27.239,,87.217,449.918,10.8916,20.6903,49.5904
2005-11-23,20.1151,,43.942,,8262.64,,39.532,,7.61,30.4122,13.94,47.6595,42.9615,,15.1346,129.818,53.2987,27.8778,17.3567,24.6548,42.0949,,,21.336,20.1941,10.873,17.6544,23.0392,,99.4965,26.884,,,,23.2099,,,,10.58,,,46.9864,,10.49,19.8756,,22.1045,30.9511,,22.3118,18.5132,,23.9564,,23.2743,,21.9755,,14.7216,,29.8071,66.0058,9.32,253.476,,,344.97,33.8576,27.3961,,87.6025,451.127,10.932,20.7126,49.7587
2005-11-24,20.1151,,43.942,,8262.64,,39.532,,7.61,30.4122,13.94,47.6595,42.9615,,15.1346,129.818,53.2987,27.8778,17.3567,24.6548,42.0949,,,21.336,20.1941,10.873,17.6544,23.0392,,99.4965,26.884,,,,23.2099,,,,10.58,,,46.9864,,10.49,19.8756,,22.1045,30.9511,,22.3118,18.5132,,23.9564,,23.2743,,21.9755,,14.7216,,29.8071,66.0058,9.32,253.476,,,344.97,33.8576,27.3961,,87.6025,451.127,10.932,20.7126,49.7587
2005-11-25,20.1409,,44.0052,,8280.81,,39.532,,7.65,30.5312,13.95,47.7545,43.0819,,15.1752,129.818,53.3611,27.8962,17.3975,24.7107,42.1744,,,21.3141,20.1261,10.8932,17.6439,23.0072,,99.6092,26.8944,,,,23.2553,,,,10.58,,,47.0846,,10.53,19.9013,,22.1497,30.9979,,22.3258,18.5459,,24.0285,,23.3109,,22.0422,,14.7216,,29.8375,66.0504,9.34,254.196,,,345.236,33.9553,27.4104,,88.0652,451.248,10.932,20.7572,49.8766
2005-11-26,20.1409,,44.0052,,8280.81,,39.532,,7.65,30.5312,13.95,47.7545,43.0819,,15.1752,129.818,53.3611,27.8962,17.3975,24.7107,42.1744,,,21.3141,20.1261,10.8932,17.6439,23.0072,,99.6092,26.8944,,,,23.2553,,,,10.58,,,47.0846,,10.53,19.9013,,22.1497,30.9979,,22.3258,18.5459,,24.0285,,23.3109,,22.0422,,14.7216,,29.8375,66.0504,9.34,254.196,,,345.236,33.9553,27.4104,,88.0652,451.248,10.932,20.7572,49.8766
2005-11-27,20.1409,,44.0052,,8280.81,,39.532,,7.65,30.5312,13.95,47.7545,43.0819,,15.1752,129.818,53.3611,27.8962,17.3975,24.7107,42.1744,,,21.3141,20.1261,10.8932,17.6439,23.0072,,99.6092,26.8944,,,,23.2553,,,,10.58,,,47.0846,,10.53,19.9013,,22.1497,30.9979,,22.3258,18.5459,,24.0285,,23.3109,,22.0422,,14.7216,,29.8375,66.0504,9.34,254.196,,,345.236,33.9553,27.4104,,88.0652,451.248,10.932,20.7572,49.8766
2005-11-28,20.0118,,43.3837,,8225.17,,38.9055,,7.51,30.3825,13.85,47.3066,42.1909,,15.0329,128.785,53.018,27.511,17.2649,24.4498,41.8244,,,21.0733,20.0467,10.7317,17.5278,22.665,,98.4824,26.477,,,,23.1077,,,,10.43,,,46.6128,,10.42,19.7084,,21.868,30.6389,,21.961,18.3826,,23.8554,,22.9331,,21.7754,,14.5196,,29.5639,65.0089,9.21,252.467,,,343.376,33.4779,27.139,,87.2941,447.5,10.8511,20.4449,49.4557
2005-11-29,19.9989,,43.5628,,8230.74,,38.9932,,7.48,30.4122,13.86,47.2523,42.0705,,15.0533,129.067,52.9868,27.5477,17.2343,24.5057,41.8244,,,21.0733,20.1034,10.7418,17.5278,22.7933,,98.5951,26.5813,,,,23.1077,,,,10.45,,,46.6521,,10.44,19.7084,,21.701,30.6857,,22.0584,18.3935,,23.9275,,23.0794,,21.642,,14.5982,,29.5233,65.3511,9.19,252.467,,,343.73,33.5105,27.1105,,87.3712,448.346,10.8713,20.5342,49.4557
2005-11-30,19.9086,,43.7629,,8173.24,,39.0684,,7.49,30.2337,13.82,46.9944,42.0946,,14.9719,129.317,52.8309,27.6944,17.1118,24.5803,41.5699,,,21.1609,20.0921,10.762,17.475,22.8254,,98.3697,26.717,,,,22.9715,,,,10.45,,,46.5145,,10.42,19.5926,,21.7149,30.5921,,22.1287,18.2847,,23.7977,,23.1159,,21.5753,,14.6543,,29.4017,65.604,9.15,251.675,,,342.048,33.619,26.8819,,87.217,446.895,10.8005,20.6457,49.1527
2005-12-01,20.1538,,44.374,,8269.68,,39.933,,7.6,30.6205,13.96,47.5916,42.7929,,15.1651,130.883,53.2987,28.0613,17.3057,24.8598,42.079,,,21.3688,20.4549,10.9336,17.6861,23.3591,,99.7219,27.2179,,,,23.2326,,,,10.62,,,47.1829,,10.59,19.837,,22.0488,30.9511,,22.508,18.5023,,24.1294,,23.579,,21.9622,,14.8787,,29.6044,66.7051,9.3,255.06,,,345.944,34.1939,27.2819,,88.2195,453.182,10.9118,20.9915,49.7587
2005-12-02,20.1925,,44.3529,,8282.67,,39.9831,,7.62,30.561,14.0,47.6595,42.9374,,15.1956,131.321,53.3611,28.0429,17.3261,24.862,42.0949,,,21.3799,20.5003,10.9538,17.6861,23.37,,99.6283,27.2075,,,,23.244,,,,10.64,,,47.2616,,10.59,19.8499,,22.0627,30.9667,,22.5221,18.5132,,24.1006,,23.6643,,22.0422,,14.8562,,29.574,66.6307,9.31,255.709,,,346.741,34.2807,27.3104,,88.2195,453.787,10.9017,20.9915,49.7756
2005-12-03,20.1925,,44.3529,,8282.67,,39.9831,,7.62,30.561,14.0,47.6595,42.9374,,15.1956,131.321,53.3611,28.0429,17.3261,24.862,42.0949,,,21.3799,20.5003,10.9538,17.6861,23.37,,99.6283,27.2075,,,,23.244,,,,10.64,,,47.2616,,10.59,19.8499,,22.0627,30.9667,,22.5221,18.5132,,24.1006,,23.6643,,22.0422,,14.8562,,29.574,66.6307,9.31,255.709,,,346.741,34.2807,27.3104,,88.2195,453.787,10.9017,20.9915,49.7756
2005-12-04,20.1925,,44.3529,,8282.67,,39.9831,,7.62,30.561,14.0,47.6595,42.9374,,15.1956,131.321,53.3611,28.0429,17.3261,24.862,42.0949,,,21.3799,20.5003,10.9538,17.6861,23.37,,99.6283,27.2075,,,,23.244,,,,10.64,,,47.2616,,10.59,19.8499,,22.0627,30.9667,,22.5221,18.5132,,24.1006,,23.6643,,22.0422,,14.8562,,29.574,66.6307,9.31,255.709,,,346.741,34.2807,27.3104,,88.2195,453.787,10.9017,20.9915,49.7756
2005-12-05,20.128,,44.2159,,8262.26,,39.72,,7.6,30.5312,13.99,47.4695,42.9374,,15.1752,131.447,53.2675,27.9695,17.2986,24.7841,41.9994,,,21.3117,20.4549,10.8831,17.6544,23.3916,,99.2891,27.1031,,,,23.1645,,,,10.58,,,47.124,,10.57,19.8113,,21.9932,30.873,,22.4097,18.4806,,24.0285,,23.579,,21.9489,,14.7889,,29.5031,65.8421,9.26,255.709,,,344.793,34.1614,27.2961,,88.2966,452.457,10.8713,20.8576,49.6577
2005-12-06,20.1667,,44.1632,,8278.96,,39.72,,7.62,30.5908,14.02,47.5102,43.1301,,15.1956,131.509,53.3611,27.9695,17.3088,24.8036,42.0472,,,21.3799,20.5797,10.9033,17.7072,23.3375,,99.4022,27.1762,,,,23.1872,,,,10.6,,,47.2616,,10.61,19.837,,22.0836,30.9354,,22.4378,18.5132,,24.0717,,23.6399,,22.0156,,14.8001,,29.5031,66.0802,9.31,256.645,,,344.97,34.2482,27.2961,,88.4508,452.215,10.8612,20.8911,49.7251
2005-12-07,20.1022,,44.0052,,8245.57,,39.5821,,7.61,30.4122,13.97,47.3745,43.0337,,15.1142,130.946,53.2363,27.8412,17.2061,24.7062,41.8404,,,21.3117,20.6363,10.8831,17.665,23.2507,,98.8367,27.0301,,,,23.085,,,,10.58,,,47.1043,,10.57,19.747,,21.9966,30.795,,22.3254,18.4153,,23.9708,,23.4693,,21.8955,,14.7104,,29.4119,65.7677,9.26,256.141,,,344.35,34.0529,27.139,,88.0652,450.764,10.8005,20.7461,49.4726
2005-12-08,20.0763,,44.0684,,8246.96,,39.5195,,7.64,30.3527,13.99,47.2659,43.1782,,15.1142,131.102,53.3923,27.8228,17.1855,24.7451,41.7926,,,21.3003,20.4776,10.8831,17.665,23.3158,,98.9498,27.1136,,,,22.9942,,,,10.59,,,47.2223,,10.59,19.7212,,22.0036,30.8574,,22.9155,18.4044,,23.9708,,23.579,,21.9088,,14.7216,,29.27,61.6838,9.28,256.789,,,343.022,34.1722,27.1961,,88.6821,451.867,10.7903,20.7572,49.4221
2005-12-09,20.128,,44.1843,,8274.84,,39.7701,,7.66,30.442,14.02,47.4423,43.2986,,15.1651,131.478,53.4546,28.0429,17.1855,24.8426,41.9199,,,21.4367,20.5003,10.9336,17.7177,23.4242,,99.2891,27.2179,,,,23.085,,,,10.62,,,47.3599,,10.63,19.7856,,22.1045,30.8886,,22.4799,18.4479,,24.0573,,23.6643,,21.9755,,14.7665,,29.3105,61.9837,9.3,257.293,,,344.35,34.2699,27.239,,88.9289,453.277,10.8005,20.8353,49.5568
2005-12-10,20.128,,44.1843,,8274.84,,39.7701,,7.66,30.442,14.02,47.4423,43.2986,,15.1651,131.478,53.4546,28.0429,17.1855,24.8426,41.9199,,,21.4367,20.5003,10.9336,17.7177,23.4242,,99.2891,27.2179,,,,23.085,,,,10.62,,,47.3599,,10.63,19.7856,,22.1045,30.8886,,22.4799,18.4479,,24.0573,,23.6643,,21.9755,,14.7665,,29.3105,61.9837,9.3,257.293,,,344.35,34.2699,27.239,,88.9289,453.277,10.8005,20.8353,49.5568
2005-12-11,20.128,,44.1843,,8274.84,,39.7701,,7.66,30.442,14.02,47.4423,43.2986,,15.1651,131.478,53.4546,28.0429,17.1855,24.8426,41.9199,,,21.4367,20.5003,10.9336,17.7177,23.4242,,99.2891,27.2179,,,,23.085,,,,10.62,,,47.3599,,10.63,19.7856,,22.1045,30.8886,,22.4799,18.4479,,24.0573,,23.6643,,21.9755,,14.7665,,29.3105,61.9837,9.3,257.293,,,344.35,34.2699,27.239,,88.9289,453.277,10.8005,20.8353,49.5568
2005-12-12,20.1667,,44.2475,,8278.56,,39.7951,,7.67,30.442,14.07,47.4423,43.4672,,15.1752,131.791,53.517,28.0062,17.2163,24.8426,41.9517,,,21.4026,20.4889,10.9538,17.7494,23.5326,,99.2891,27.2806,,,,23.085,,,,10.66,,,47.3009,,10.65,19.837,,22.1462,30.8886,,22.508,18.4806,,24.0862,,23.6879,,22.0289,,14.7665,,29.2902,61.9088,9.3,258.302,,,344.882,34.3241,27.1961,,89.1609,454.303,10.8106,20.8576,49.6073
2005-12-13,20.2699,,44.2054,,8317.59,,39.8327,,7.67,30.6503,14.1,47.5781,43.3709,,15.2464,132.198,53.6418,28.263,17.3088,24.9205,42.1903,,,21.3799,20.5456,10.9437,17.8338,23.4675,,99.5153,27.2493,,,,23.2099,,,,10.69,,,47.3795,,10.6716,19.9528,,22.2331,31.0603,,22.5502,18.6003,,24.1727,,23.7893,,22.109,,14.8114,,29.4625,61.8038,9.34,259.454,,,346.672,34.4217,27.2961,,89.7795,455.842,10.9118,20.8799,49.8766
2005-12-14,20.3344,,44.3213,,8345.47,,39.9204,,7.69,30.8288,14.16,47.6595,43.5876,,15.2769,132.699,53.7665,28.4625,17.3808,24.9595,42.3653,,,21.414,20.6704,10.974,17.8866,23.4458,,99.7414,27.3014,,,,23.3008,,,,10.73,,,47.4778,,10.6816,20.03,,22.2018,31.2008,,22.6345,18.6765,,24.2448,,23.8273,,22.1223,,14.8675,,29.5436,62.1187,9.34,260.391,,,347.385,34.4868,27.4247,,90.4755,456.74,10.9624,20.9022,50.0954
2005-12-15,20.2828,,43.9222,,8321.31,,39.612,,7.64,30.7098,14.11,47.6324,43.2745,,15.2464,131.979,53.7977,28.2208,17.3602,24.7646,42.3017,,,21.3458,20.7044,10.9336,17.8192,23.2399,,99.5153,27.0301,,,,23.2553,,,,10.7,,,47.4778,,10.6716,20.0042,,22.2505,31.1449,,22.4799,18.6438,,24.1727,,23.6245,,22.0689,,14.744,,29.645,61.7138,9.36,259.526,,,347.652,34.4001,27.3818,,90.1662,454.816,10.9422,20.7126,50.0281
2005-12-16,20.257,,43.7387,,8315.74,,39.4131,,7.62,30.5908,14.1,47.4423,43.106,,15.1956,131.948,53.7665,28.2428,17.3191,24.6867,42.1903,,,21.4595,20.6817,10.873,17.8083,23.1207,,98.9498,26.9153,,,,23.1986,,,,10.66,,,47.4778,,10.6516,19.9399,,22.2227,31.0512,,22.4378,18.5676,,24.0862,,23.5485,,22.0422,,14.6861,,29.4727,61.6388,9.36,259.022,,,346.672,34.3024,27.2388,,90.2435,453.79,10.9624,20.6792,49.8766
2005-12-17,20.257,,43.7387,,8315.74,,39.4131,,7.62,30.5908,14.1,47.4423,43.106,,15.1956,131.948,53.7665,28.2428,17.3191,24.6867,42.1903,,,21.4595,20.6817,10.873,17.8083,23.1207,,98.9498,26.9153,,,,23.1986,,,,10.66,,,47.4778,,10.6516,19.9399,,22.2227,31.0512,,22.4378,18.5676,,24.0862,,23.5485,,22.0422,,14.6861,,29.4727,61.6388,9.36,259.022,,,346.672,34.3024,27.2388,,90.2435,453.79,10.9624,20.6792,49.8766
2005-12-18,20.257,,43.7387,,8315.74,,39.4131,,7.62,30.5908,14.1,47.4423,43.106,,15.1956,131.948,53.7665,28.2428,17.3191,24.6867,42.1903,,,21.4595,20.6817,10.873,17.8083,23.1207,,98.9498,26.9153,,,,23.1986,,,,10.66,,,47.4778,,10.6516,19.9399,,22.2227,31.0512,,22.4378,18.5676,,24.0862,,23.5485,,22.0422,,14.6861,,29.4727,61.6388,9.36,259.022,,,346.672,34.3024,27.2388,,90.2435,453.79,10.9624,20.6792,49.8766
2005-12-19,20.128,,43.296,,8269.27,,38.9094,,7.52,30.442,14.03,47.0079,42.6484,,15.0736,130.916,53.5482,27.8691,17.2472,24.4529,41.9358,,,21.1526,20.4889,10.762,17.7211,22.8605,,98.1582,26.598,,,,23.0396,,,,10.53,,,46.9667,,10.5013,19.8113,,21.9792,30.8023,,22.1287,18.4479,,23.8698,,23.257,,21.7754,,14.5002,,29.2294,60.8439,9.28,257.437,,,344.265,33.9987,27.2388,,89.3929,450.328,10.9219,20.378,49.5904
2005-12-20,20.128,,43.3608,,8263.69,,38.9359,,7.55,30.4122,14.0143,47.103,42.6484,,15.0634,131.013,53.5482,27.7812,17.1958,24.4529,41.9358,,,21.198,20.4889,10.7822,17.6993,22.8063,,98.3844,26.6208,,,,23.0282,,,,10.57,,,47.0846,,10.5313,19.8242,,22.021,30.8355,,22.1708,18.4586,,23.9996,,23.257,,21.8288,,14.5126,,29.2396,60.9789,9.28,257.221,,,343.73,33.9726,27.2674,,89.3929,451.074,10.8916,20.4115,49.5741
2005-12-21,20.1796,,43.6523,,8286.0,,39.2143,,7.59,30.5312,14.0646,47.388,42.9374,,15.1244,131.915,53.6418,28.0669,17.2163,24.5893,42.0313,,,21.3458,20.6137,10.8326,17.7865,22.893,,98.8367,26.872,,,,23.085,,,,10.63,,,47.2616,,10.5814,19.8627,,22.1879,30.9184,,22.3039,18.5021,,24.0573,,23.3584,,21.8288,,14.6242,,29.3409,61.5338,9.31,258.302,,,344.889,34.2538,27.3961,,89.1609,453.259,10.9523,20.5676,49.7108
