as_of,B13779,B14678,B09156,B25037,B19389,B19569,B23689,B13231,B23166,B06011,B13582,B26020,B08422,B21794,B17112,B08466,B05011,B05901,B01060,B21050,B24329,B00496,B01855,B21046,B16175,B11079,B23422,B12752,B18263,B01061,B06391,B18900,B01343,B20889,B10332,B08453,B08620,B25209,B07369,B00698,B00056,B05848,B10640,B03784,B14200,B10090,B08417,B23744,B09513,B23853,B14562,B20421,B21552,B18562,B23646,B11225,B18804,B15382,B25119,B12602,B13661,B09934,B06127,B02943,B03731,B03952,B03459,B04369,B21505,B01637,B06905,B15668,B05924,B23372,B15619
2005-09-08,19.3667,,43.2151,,7981.56,,38.7176,,7.17,29.9363,,45.189,42.0223,,14.7687,129.392,53.2879,28.1163,17.0608,24.003,40.833,,,20.7996,19.4345,10.46,17.3939,23.2375,,95.44,26.2682,,,,22.4037,,,,,,,44.7845,,,19.3096,,20.5882,30.1299,,22.1434,18.0465,,23.0766,,22.891,,20.2543,,14.4411,,28.1247,64.6369,8.72,248.794,,,335.142,33.2176,26.3248,,89.3603,438.552,10.7397,20.3445,48.2606
2005-09-09,19.5086,,43.5733,,8036.9,,38.9932,,7.25,30.1736,,45.5012,42.3354,,14.8906,130.476,53.5355,28.2447,17.1833,24.1517,41.1501,,,20.8653,19.7519,10.55,17.5311,23.4509,,96.1161,26.4874,,,,22.54,,,,,,,45.099,,,19.4639,,20.7586,30.3951,,22.3118,18.1876,,23.2352,,23.1225,,20.4278,,14.5421,,28.2261,64.9493,8.8,251.171,,,336.913,33.4671,26.6391,,90.27,441.817,10.8106,20.5342,48.6478
2005-09-10,19.5086,,43.5733,,8036.9,,38.9932,,7.25,30.1736,,45.5012,42.3354,,14.8906,130.476,53.5355,28.2447,17.1833,24.1517,41.1501,,,20.8653,19.7519,10.55,17.5311,23.4509,,96.1161,26.4874,,,,22.54,,,,,,,45.099,,,19.4639,,20.7586,30.3951,,22.3118,18.1876,,23.2352,,23.1225,,20.4278,,14.5421,,28.2261,64.9493,8.8,251.171,,,336.913,33.4671,26.6391,,90.27,441.817,10.8106,20.5342,48.6478
2005-09-11,19.5086,,43.5733,,8036.9,,38.9932,,7.25,30.1736,,45.5012,42.3354,,14.8906,130.476,53.5355,28.2447,17.1833,24.1517,41.1501,,,20.8653,19.7519,10.55,17.5311,23.4509,,96.1161,26.4874,,,,22.54,,,,,,,45.099,,,19.4639,,20.7586,30.3951,,22.3118,18.1876,,23.2352,,23.1225,,20.4278,,14.5421,,28.2261,64.9493,8.8,251.171,,,336.913,33.4671,26.6391,,90.27,441.817,10.8106,20.5342,48.6478
2005-09-12,19.5345,,43.489,,8035.05,,39.0308,,7.23,30.1736,,45.5148,42.2631,,14.9008,130.319,53.5045,28.3914,17.1425,24.2076,41.1342,,,20.92,19.956,10.56,17.5205,23.4082,,96.1161,26.5918,,,,22.5286,,,,,,,45.0204,,,19.4768,,20.8525,30.3327,,22.382,18.1767,,23.2064,,23.159,,20.4545,,14.5757,,28.2666,65.3065,8.83,250.234,,,337.709,33.402,26.5962,,89.7326,442.179,10.8308,20.5788,48.6141
2005-09-13,19.4312,,43.1308,,7981.56,,38.5923,,7.19,29.9659,,45.189,41.9741,,14.789,129.474,53.3189,28.0613,16.9792,24.0398,40.833,,,20.7558,19.9787,10.5,17.4361,23.1841,,95.7781,26.3517,,,,22.3469,,,,,,,44.7058,,,19.3482,,20.7377,30.1455,,22.1154,18.0357,,23.0044,,22.9397,,20.3477,,14.4635,,28.1146,64.5774,8.8,248.289,,,335.407,33.1633,26.3677,,89.2721,439.761,10.7498,20.3892,48.2606
2005-09-14,19.3022,,42.9201,,7959.42,,38.3291,,7.16,29.9066,,44.9311,41.637,,14.728,129.098,53.2879,27.8045,16.969,23.9094,40.6904,,,20.5588,19.7859,10.44,17.3939,22.9599,,95.102,26.1534,,,,22.2334,,,,,,,44.4306,,,19.2581,,20.5847,30.0364,,21.9329,17.9706,,22.9179,,22.8057,,20.1876,,14.3625,,27.9524,64.0566,8.75,248.65,,,333.725,33.0332,26.3534,,89.5791,438.915,10.7195,20.1996,48.1091
2005-09-15,19.3538,,42.9517,,7961.27,,38.3542,,7.14,29.9363,,44.9582,41.5166,,14.728,129.036,53.2879,27.6394,16.9996,23.9467,40.7062,,,20.5478,19.7859,10.43,17.3834,22.8425,,94.8766,26.143,,,,22.2561,,,,10.0,,,44.4306,,,19.2838,,20.5777,30.0364,,21.947,17.9814,,22.9468,,22.8545,,20.1743,,14.3738,,27.9828,63.9227,8.74,248.505,,,333.548,32.9355,26.2963,,89.7326,439.398,10.6891,20.1996,48.1259
2005-09-16,19.4828,,43.3942,,8048.17,,38.5296,,7.22,30.322,,45.2297,41.5888,,14.8398,129.662,53.4426,27.8778,17.1731,24.1144,41.055,,,20.6244,19.9107,10.48,17.4889,22.9813,,95.44,26.3309,,,,22.4264,,,,9.98,,,44.6075,,,19.4382,,20.7134,30.2547,,22.0452,18.1116,,23.1054,,23.0737,,20.3477,,14.486,,28.0943,64.4732,8.8,250.306,,,334.787,32.9898,26.5534,,90.5002,441.938,10.7701,20.4003,48.5299
2005-09-17,19.4828,,43.3942,,8048.17,,38.5296,,7.22,30.322,,45.2297,41.5888,,14.8398,129.662,53.4426,27.8778,17.1731,24.1144,41.055,,,20.6244,19.9107,10.48,17.4889,22.9813,,95.44,26.3309,,,,22.4264,,,,9.98,,,44.6075,,,19.4382,,20.7134,30.2547,,22.0452,18.1116,,23.1054,,23.0737,,20.3477,,14.486,,28.0943,64.4732,8.8,250.306,,,334.787,32.9898,26.5534,,90.5002,441.938,10.7701,20.4003,48.5299
2005-09-18,19.4828,,43.3942,,8048.17,,38.5296,,7.22,30.322,,45.2297,41.5888,,14.8398,129.662,53.4426,27.8778,17.1731,24.1144,41.055,,,20.6244,19.9107,10.48,17.4889,22.9813,,95.44,26.3309,,,,22.4264,,,,9.98,,,44.6075,,,19.4382,,20.7134,30.2547,,22.0452,18.1116,,23.1054,,23.0737,,20.3477,,14.486,,28.0943,64.4732,8.8,250.306,,,334.787,32.9898,26.5534,,90.5002,441.938,10.7701,20.4003,48.5299
2005-09-19,19.3667,,43.0676,,8009.34,,38.2915,,7.18,30.1439,,44.8768,41.3721,,14.7585,129.192,53.3808,27.7678,17.1322,24.0212,40.8172,,,20.4712,19.8426,10.42,17.4256,23.0133,,94.8766,26.1847,,,,22.2561,,,,9.92,,,44.3716,,,19.3739,,20.6473,30.0832,,21.8628,18.0248,,22.99,,22.9519,,20.241,,14.4074,,27.9017,63.9078,8.77,250.018,,,332.485,32.8487,26.5248,,90.577,439.64,10.6992,20.2888,48.2606
2005-09-20,19.2248,,42.4566,,7952.02,,37.9407,,7.14,29.9659,,44.5374,40.9627,,14.6365,128.096,53.1022,27.456,17.02,23.7789,40.5002,,,20.2303,19.6612,10.34,17.299,22.7892,,94.2005,25.8925,,,,22.0744,,,,9.89,,,43.9195,,,19.2195,,20.5882,29.8024,,21.6523,17.8837,,22.8602,,22.757,,20.0942,,14.2728,,27.7295,63.2382,8.74,248.65,,,328.766,32.4473,26.282,,90.1164,437.101,10.5474,20.088,47.8903
2005-09-21,19.0184,,41.9719,,7879.92,,37.3518,,7.07,29.6989,,44.1981,40.6978,,14.4841,126.969,52.7619,27.0158,16.8976,23.518,40.1356,,,19.9895,19.2757,10.23,17.183,22.6077,,93.1864,25.569,,,,21.8587,,,,9.83,,,43.5066,,,19.0266,,20.3343,29.5217,,21.3295,17.6993,,22.6294,,22.5012,,19.9207,,14.0708,,27.4963,62.3454,8.64,247.137,,,324.605,32.1436,26.0392,,89.6559,432.144,10.3956,19.8315,47.4526
2005-09-22,19.1216,,41.993,,7909.5,,37.4145,,7.05,29.7879,,44.3474,40.5533,,14.5654,126.938,52.7309,27.1075,16.9384,23.5367,40.2941,,,20.1209,19.2417,10.25,17.183,22.4903,,93.7498,25.6316,,,,21.9722,,,,9.88,,,43.8408,,,19.1166,,20.3447,29.6465,,21.4137,17.7752,,22.7016,,22.5012,,20.0275,,14.082,,27.6686,62.3603,8.68,246.993,,,326.022,32.187,26.182,,89.2721,432.144,10.4259,19.8872,47.6378
2005-09-23,19.1345,,42.2248,,7926.14,,37.7277,,7.08,29.7286,,44.5238,40.9146,,14.5857,127.22,52.7619,27.2543,16.8771,23.6299,40.3099,,,20.2194,19.3664,10.29,17.183,22.5757,,94.0879,25.7986,,,,22.0063,,,,9.91,,,44.0571,,,19.1295,,20.4351,29.6933,,21.4839,17.7861,,22.7881,,22.5499,,20.1075,,14.1381,,27.6788,62.8067,8.69,246.705,,,327.084,32.3389,26.1392,,89.2721,432.748,10.4361,20.0546,47.6546
2005-09-24,19.1345,,42.2248,,7926.14,,37.7277,,7.08,29.7286,,44.5238,40.9146,,14.5857,127.22,52.7619,27.2543,16.8771,23.6299,40.3099,,,20.2194,19.3664,10.29,17.183,22.5757,,94.0879,25.7986,,,,22.0063,,,,9.91,,,44.0571,,,19.1295,,20.4351,29.6933,,21.4839,17.7861,,22.7881,,22.5499,,20.1075,,14.1381,,27.6788,62.8067,8.69,246.705,,,327.084,32.3389,26.1392,,89.2721,432.748,10.4361,20.0546,47.6546
2005-09-25,19.1345,,42.2248,,7926.14,,37.7277,,7.08,29.7286,,44.5238,40.9146,,14.5857,127.22,52.7619,27.2543,16.8771,23.6299,40.3099,,,20.2194,19.3664,10.29,17.183,22.5757,,94.0879,25.7986,,,,22.0063,,,,9.91,,,44.0571,,,19.1295,,20.4351,29.6933,,21.4839,17.7861,,22.7881,,22.5499,,20.1075,,14.1381,,27.6788,62.8067,8.69,246.705,,,327.084,32.3389,26.1392,,89.2721,432.748,10.4361,20.0546,47.6546
2005-09-26,19.1474,,42.5303,,7929.84,,38.0034,,7.15,29.8176,,44.4424,41.1313,,14.5755,127.877,53.0094,27.401,16.9078,23.7789,40.3258,,,20.296,19.4798,10.34,17.2252,22.9066,,93.9752,25.9865,,,,21.9836,,,,9.91,,,44.0177,,,19.1423,,20.4873,29.7712,,21.6242,17.7969,,22.8314,,22.6352,,20.1209,,14.2167,,27.5977,63.1936,8.71,247.857,,,326.996,32.545,26.2391,,89.6559,432.99,10.4259,20.2107,47.6714
2005-09-27,19.1603,,42.4566,,7926.14,,37.9407,,7.15,29.7879,,44.4424,41.1554,,14.5857,127.846,52.9475,27.4927,16.9486,23.7789,40.3258,,,20.296,19.4798,10.33,17.1935,22.8852,,93.8625,25.9447,,,,21.9608,,,,9.88,,,43.9391,,,19.1295,,20.4943,29.7245,,21.6102,17.7861,,22.8314,,22.6352,,20.0542,,14.2391,,27.6281,63.134,8.72,247.569,,,326.553,32.5124,26.1392,,89.7326,433.111,10.4057,20.2107,47.6714
2005-09-28,19.1603,,42.2775,,7944.63,,37.9407,,7.22,29.7879,,44.5238,41.1072,,14.5959,127.908,52.9599,27.401,16.9894,23.723,40.3608,,,20.2194,19.3551,10.34,17.2779,22.8318,,93.8625,25.8403,,,,21.9722,,,,9.89,,,43.9981,,,19.1423,,20.4664,29.7026,,21.526,17.7969,,22.9323,,22.5499,,20.0542,,14.183,,27.618,62.8364,8.7,248.505,,,326.907,32.4473,26.2106,,90.577,434.683,10.3956,20.2218,47.7219
2005-09-29,19.328,,42.6251,,7998.25,,38.4294,,7.28,30.0253,,44.9582,41.5648,,14.7178,128.785,53.1461,27.7678,17.122,23.9839,40.7267,,,20.4274,19.5252,10.41,17.3939,23.0453,,94.5386,26.1534,,,,22.1993,,,,9.99,,,44.3323,,,19.2967,,20.7238,29.9677,,21.7926,17.9597,,23.1487,,22.8666,,20.2677,,14.3625,,27.9119,63.4614,8.79,250.306,,,328.766,32.7294,26.4534,,91.1911,438.915,10.4664,20.4226,48.1596
2005-09-30,19.4183,,42.8674,,8009.34,,38.6424,,7.32,29.9956,,45.3111,41.8297,,14.728,129.286,53.3632,27.8778,17.0812,24.0026,40.7585,,,20.4931,19.5592,10.5,17.4572,23.1141,,95.102,26.2682,,,,22.2334,,,,10.03,,,44.5682,,10.0,19.3224,,20.8559,30.0458,,21.8768,17.9798,,23.2929,,22.891,,20.4278,,14.4074,,27.922,63.7441,8.82,250.522,,,329.209,32.9247,26.482,,91.2678,440.849,10.4664,20.4672,48.1933
2005-10-01,19.4183,,42.8674,,8009.34,,38.6424,,7.32,29.9956,,45.3111,41.8297,,14.728,129.286,53.3632,27.8778,17.0812,24.0026,40.7585,,,20.4931,19.5592,10.5,17.4572,23.1141,,95.102,26.2682,,,,22.2334,,,,10.03,,,44.5682,,10.0,19.3224,,20.8559,30.0458,,21.8768,17.9798,,23.2929,,22.891,,20.4278,,14.4074,,27.922,63.7441,8.82,250.522,,,329.209,32.9247,26.482,,91.2678,440.849,10.4664,20.4672,48.1933
2005-10-02,19.4183,,42.8674,,8009.34,,38.6424,,7.32,29.9956,,45.3111,41.8297,,14.728,129.286,53.3632,27.8778,17.0812,24.0026,40.7585,,,20.4931,19.5592,10.5,17.4572,23.1141,,95.102,26.2682,,,,22.2334,,,,10.03,,,44.5682,,10.0,19.3224,,20.8559,30.0458,,21.8768,17.9798,,23.2929,,22.891,,20.4278,,14.4074,,27.922,63.7441,8.82,250.522,,,329.209,32.9247,26.482,,91.2678,440.849,10.4664,20.4672,48.1933
2005-10-03,19.3925,,42.878,,8005.64,,38.7802,,7.4,29.9361,,45.3926,42.0464,,14.6874,129.537,53.4563,27.9329,17.0302,24.0771,40.6949,,,20.5478,19.4685,10.53,17.3834,23.2851,,95.2147,26.3726,,,,22.2107,,,,10.06,,,44.5879,,10.01,19.271,,20.9429,30.0146,,22.0031,17.9364,,23.2641,,23.0372,,20.4678,,14.4411,,27.9321,63.9078,8.83,250.234,,,329.298,33.0765,26.3963,,92.1122,441.696,10.4563,20.523,48.1091
2005-10-04,19.2248,,42.4144,,7948.33,,38.4419,,7.31,29.5492,,45.2297,41.6611,,14.5755,128.159,53.1771,27.6211,16.8669,23.9094,40.2972,,,20.4274,19.4004,10.46,17.2885,22.9751,,94.4259,26.1012,,,,22.0176,,,,9.98,,,44.293,,9.96,19.0651,,20.7516,29.7492,,21.7225,17.7622,,23.091,,22.8301,,20.2943,,14.284,,27.8511,63.3126,8.76,247.569,,,328.058,32.7077,26.1534,,90.8073,436.496,10.4158,20.3111,47.6378
2005-10-05,18.9925,,41.3609,,7822.6,,37.6024,,7.18,29.0731,,44.4831,40.5052,,14.3722,125.936,52.5876,26.9058,16.6731,23.4249,39.7086,,,19.9785,18.8902,10.26,17.0353,22.2802,,92.9611,25.3707,,,,21.7337,,,,9.81,,,43.6639,,9.79,18.7821,,20.2995,29.2654,,21.1471,17.5119,,22.6871,,22.1844,,19.9741,,13.9474,,27.4761,61.661,8.64,243.103,,,324.516,31.9483,25.7678,,88.5812,428.879,10.2842,19.7869,46.9476
2005-10-06,18.9409,,41.1923,,7787.47,,37.3518,,7.06,28.9541,,44.1437,39.9513,,14.3214,124.902,52.3394,26.7407,16.6322,23.3131,39.5495,,,20.0552,18.7541,10.15,16.9404,22.0557,,92.5103,25.2246,,,,21.6429,,,,9.72,,,43.5066,,9.7,18.7049,,20.0735,29.1093,,21.0208,17.4357,,22.5573,,22.0626,,19.8807,,13.8913,,27.4355,61.4824,8.57,241.158,,,323.011,31.6229,25.6821,,87.5066,426.582,10.2741,19.6419,46.7625
2005-10-07,18.9667,,41.5189,,7817.06,,37.64,,7.1,29.1029,,44.2795,40.2162,,14.3621,125.403,52.4325,26.7407,16.6629,23.4621,39.6926,,,20.2084,18.7541,10.19,17.0142,22.3764,,92.623,25.4542,,,,21.6656,,,,9.76,,,43.6246,,9.75,18.7564,,20.1013,29.2185,,21.1471,17.501,,22.6006,,22.1844,,19.9875,,13.9586,,27.4862,61.8693,8.61,242.383,,,323.454,31.8615,25.8249,,88.2742,428.758,10.3045,19.8092,46.9308
2005-10-08,18.9667,,41.5189,,7817.06,,37.64,,7.1,29.1029,,44.2795,40.2162,,14.3621,125.403,52.4325,26.7407,16.6629,23.4621,39.6926,,,20.2084,18.7541,10.19,17.0142,22.3764,,92.623,25.4542,,,,21.6656,,,,9.76,,,43.6246,,9.75,18.7564,,20.1013,29.2185,,21.1471,17.501,,22.6006,,22.1844,,19.9875,,13.9586,,27.4862,61.8693,8.61,242.383,,,323.454,31.8615,25.8249,,88.2742,428.758,10.3045,19.8092,46.9308
2005-10-09,18.9667,,41.5189,,7817.06,,37.64,,7.1,29.1029,,44.2795,40.2162,,14.3621,125.403,52.4325,26.7407,16.6629,23.4621,39.6926,,,20.2084,18.7541,10.19,17.0142,22.3764,,92.623,25.4542,,,,21.6656,,,,9.76,,,43.6246,,9.75,18.7564,,20.1013,29.2185,,21.1471,17.501,,22.6006,,22.1844,,19.9875,,13.9586,,27.4862,61.8693,8.61,242.383,,,323.454,31.8615,25.8249,,88.2742,428.758,10.3045,19.8092,46.9308
2005-10-10,18.8635,,41.1397,,7757.89,,37.3518,,7.03,28.8351,,44.008,39.7586,,14.2909,124.589,52.2153,26.4473,16.5404,23.3131,39.4063,,,20.0333,18.5727,10.1,16.9087,22.0984,,92.1723,25.2037,,,,21.5294,,,,9.7,,,43.369,,9.67,18.6278,,19.9135,29.0312,,20.9086,17.3595,,22.4275,,22.0504,,19.8807,,13.8464,,27.4963,61.2146,8.56,240.798,,,323.1,31.4818,25.6249,,87.1995,425.735,10.2741,19.6307,46.5941
2005-10-11,18.7861,,40.9395,,7743.1,,36.9258,,6.98,28.8351,,43.913,39.4937,,14.2401,124.182,52.0602,26.0071,16.5812,23.1826,39.3268,,,19.9348,18.448,10.02,16.8771,21.9808,,91.6089,24.9533,,,,21.4385,,,,9.67,,,43.1921,,9.61,18.5892,,19.7153,28.8908,,20.7261,17.316,,22.3698,,21.9286,,19.7873,,13.7117,,27.4153,60.5004,8.51,241.23,,,321.683,31.3191,25.6107,,87.2717,424.042,10.2741,19.508,46.4931
2005-10-12,18.6958,,40.4865,,7698.73,,36.6,,6.9,28.716,,43.3429,38.964,,14.1791,123.055,51.6879,25.8053,16.4894,22.959,39.0881,,,19.8362,18.1192,9.93,16.7716,21.4997,,90.9328,24.6297,,,,21.3363,,,,9.59,,,42.9365,,9.52,18.4348,,19.4614,28.6879,,20.5016,17.1963,,22.24,,21.7093,,19.5605,,13.5771,,27.3241,59.6225,8.43,239.43,,,321.152,30.8635,25.3964,,86.1173,419.81,10.2741,19.2403,46.2238
2005-10-13,18.6958,,40.4022,,7698.73,,36.5123,,6.88,28.597,,43.3157,39.0362,,14.1791,122.304,51.5017,25.9521,16.4384,22.9031,39.0563,,,19.9019,18.0058,9.92,16.7505,21.4035,,91.1582,24.6402,,,,21.4158,,,,9.59,,,42.9365,,9.55,18.4219,,19.6561,28.6254,,20.5016,17.1854,,22.24,,21.6484,,19.6272,,13.5659,,27.5571,59.7415,8.42,237.485,,,321.948,30.7659,25.3107,,84.3473,419.206,10.3045,19.2738,46.1901
2005-10-14,18.8377,,40.8868,,7750.5,,37.001,,6.99,28.8053,13.31,43.8044,39.4937,,14.3011,123.274,51.874,26.2272,16.5404,23.1081,39.3745,,,20.0552,18.2099,10.05,16.8665,21.767,,91.8343,24.995,,,,21.5861,,,,9.7,,,43.4083,,9.62,18.5506,,19.9413,28.922,,20.7823,17.3051,,22.4275,,21.892,,19.8407,,13.7454,,27.7598,60.5599,8.53,239.43,,,323.896,31.1781,25.4964,,85.4247,422.35,10.3753,19.508,46.5773
2005-10-15,18.8377,,40.8868,,7750.5,,37.001,,6.99,28.8053,13.31,43.8044,39.4937,,14.3011,123.274,51.874,26.2272,16.5404,23.1081,39.3745,,,20.0552,18.2099,10.05,16.8665,21.767,,91.8343,24.995,,,,21.5861,,,,9.7,,,43.4083,,9.62,18.5506,,19.9413,28.922,,20.7823,17.3051,,22.4275,,21.892,,19.8407,,13.7454,,27.7598,60.5599,8.53,239.43,,,323.896,31.1781,25.4964,,85.4247,422.35,10.3753,19.508,46.5773
2005-10-16,18.8377,,40.8868,,7750.5,,37.001,,6.99,28.8053,13.31,43.8044,39.4937,,14.3011,123.274,51.874,26.2272,16.5404,23.1081,39.3745,,,20.0552,18.2099,10.05,16.8665,21.767,,91.8343,24.995,,,,21.5861,,,,9.7,,,43.4083,,9.62,18.5506,,19.9413,28.922,,20.7823,17.3051,,22.4275,,21.892,,19.8407,,13.7454,,27.7598,60.5599,8.53,239.43,,,323.896,31.1781,25.4964,,85.4247,422.35,10.3753,19.508,46.5773
2005-10-17,18.8893,,40.9922,,7757.89,,37.001,,7.04,28.8648,13.35,43.9673,39.7827,,14.3316,123.431,52.1222,26.2822,16.622,23.1267,39.5018,,,19.9567,18.2892,10.09,16.8349,21.8953,,91.9469,25.0263,,,,21.6088,,,,9.77,,,43.4869,,9.67,18.6149,,20.0178,28.9844,,20.7963,17.3486,,22.4708,,21.8677,,19.9341,,13.7566,,27.7497,60.5301,8.56,240.51,,,324.516,31.3625,25.5678,,85.8864,422.954,10.3854,19.5638,46.7119
2005-10-18,18.7345,,40.4549,,7691.33,,36.6251,,6.93,28.6268,13.22,43.6415,39.2288,,14.2299,122.147,51.7499,26.0621,16.3976,22.9403,39.104,,,19.7706,18.0851,9.98,16.6661,21.6173,,91.4962,24.7445,,,,21.4612,,,,9.69,,,43.2117,,9.59,18.4219,,19.8405,28.6567,,20.5156,17.1854,,22.2977,,21.6484,,19.8674,,13.6108,,27.618,59.8456,8.48,237.341,,,323.188,30.9286,25.2107,,84.1933,419.085,10.3045,19.3742,46.2406
2005-10-19,18.9925,,40.9922,,7796.72,,37.1638,,7.0,29.0136,13.34,44.2388,39.7105,,14.4231,123.212,52.0602,26.5573,16.622,23.2199,39.6926,,,20.1428,18.4253,10.11,16.856,21.8204,,93.1864,25.2037,,,,21.8019,,,,9.91,,,43.9784,,9.76,18.6792,,20.1569,29.1561,,20.8945,17.4466,,22.6439,,21.9773,,20.2276,,13.8239,,28.1754,61.1104,8.62,239.142,,,327.792,31.3191,25.4964,,84.2703,423.801,10.4563,19.7088,46.9308
2005-10-20,18.7603,,40.2337,,7693.18,,36.6125,,6.91,28.5375,13.17,43.6551,39.2288,,14.2096,121.552,51.6258,26.1355,16.3465,22.9403,39.0881,,,19.9457,18.1192,10.01,16.6239,21.5104,,92.285,24.7445,,,,21.5634,,,,9.74,,,43.369,,9.63,18.4219,,19.8717,28.7347,,20.5297,17.1963,,22.3554,,21.5631,,19.9341,,13.6108,,27.922,60.2028,8.48,235.9,,,323.542,30.8635,25.025,,82.3463,417.876,10.3348,19.3407,46.2238
2005-10-21,18.799,,40.655,,7687.64,,36.7253,,6.96,28.5077,13.22,44.103,39.4937,,14.2401,122.116,51.812,26.2822,16.3363,23.0335,39.1517,,,20.088,18.3119,10.09,16.6134,21.6387,,92.623,24.9324,,,,21.6315,,,,9.82,,,43.6246,,9.68,18.4477,,20.1047,28.8127,,20.7261,17.2181,,22.3554,,21.7093,,20.1075,,13.7117,,27.9625,60.6789,8.56,235.9,,,324.693,31.0154,25.0679,,83.1159,418.843,10.3146,19.4076,46.3079
2005-10-22,18.799,,40.655,,7687.64,,36.7253,,6.96,28.5077,13.22,44.103,39.4937,,14.2401,122.116,51.812,26.2822,16.3363,23.0335,39.1517,,,20.088,18.3119,10.09,16.6134,21.6387,,92.623,24.9324,,,,21.6315,,,,9.82,,,43.6246,,9.68,18.4477,,20.1047,28.8127,,20.7261,17.2181,,22.3554,,21.7093,,20.1075,,13.7117,,27.9625,60.6789,8.56,235.9,,,324.693,31.0154,25.0679,,83.1159,418.843,10.3146,19.4076,46.3079
2005-10-23,18.799,,40.655,,7687.64,,36.7253,,6.96,28.5077,13.22,44.103,39.4937,,14.2401,122.116,51.812,26.2822,16.3363,23.0335,39.1517,,,20.088,18.3119,10.09,16.6134,21.6387,,92.623,24.9324,,,,21.6315,,,,9.82,,,43.6246,,9.68,18.4477,,20.1047,28.8127,,20.7261,17.2181,,22.3554,,21.7093,,20.1075,,13.7117,,27.9625,60.6789,8.56,235.9,,,324.693,31.0154,25.0679,,83.1159,418.843,10.3146,19.4076,46.3079
2005-10-24,19.0958,,41.4663,,7818.91,,37.4896,,7.09,28.9541,13.4,44.741,40.3125,,14.4332,123.807,52.2153,26.7591,16.5608,23.369,39.804,,,20.4931,18.8108,10.23,16.8982,22.1519,,93.7498,25.4751,,,,21.9608,,,,9.96,,,44.2733,,9.86,18.7564,,20.4804,29.2029,,21.1892,17.501,,22.7737,,22.087,,20.4144,,13.9474,,28.3477,62.0181,8.72,239.862,,,328.147,31.5469,25.5392,,85.0399,426.098,10.4664,19.7534,47.0823
2005-10-25,19.0441,,41.3293,,7817.06,,37.3769,,7.07,28.9541,13.39,44.5917,40.168,,14.3722,123.556,52.1533,26.539,16.5914,23.2944,39.7086,,,20.3398,18.6861,10.18,16.8454,22.1839,,93.2991,25.329,,,,21.8814,,,,9.91,,,44.0374,,9.8,18.6921,,20.4143,29.0937,,21.0068,17.4466,,22.6439,,21.9408,,20.3344,,13.8464,,28.2362,61.7949,8.66,240.294,,,326.73,31.471,25.5107,,85.3477,425.856,10.4057,19.6865,46.9644
2005-10-26,18.9409,,41.1607,,7798.57,,37.1638,,7.02,28.8351,13.34,44.3474,39.8791,,14.3418,122.805,51.8864,26.4839,16.5302,23.2572,39.5495,,,20.296,18.4593,10.12,16.8243,22.077,,92.8484,25.1933,,,,21.8019,,,,9.81,,,43.8015,,9.79,18.5892,,20.3621,28.9064,,20.8524,17.3595,,22.5141,,21.8677,,20.2276,,13.8015,,28.2463,61.6163,8.62,240.078,,,324.251,31.3191,25.4678,,84.7321,424.284,10.3652,19.5303,46.7625
2005-10-27,18.7345,,40.1178,,7700.58,,36.5123,,6.9,28.597,13.21,43.6822,39.0603,,14.2096,120.832,51.4509,25.7687,16.367,22.9403,39.1358,,,19.8691,18.1418,9.93,16.645,21.8098,,91.6089,24.661,,,,21.5748,,,,9.67,,,43.2707,,9.63,18.3962,,20.0004,28.6411,,20.5016,17.1963,,22.2689,,21.4709,,19.9608,,13.5771,,27.9321,60.6045,8.47,237.629,,,320.975,30.7767,25.1964,,83.6546,419.206,10.264,19.1845,46.2743
2005-10-28,19.0312,,40.8026,,7824.45,,37.0761,,7.01,29.0434,13.34,44.2523,39.6382,,14.4231,122.084,51.7931,26.1171,16.622,23.2385,39.7881,,,20.1756,18.5727,10.02,16.8771,22.0236,,92.8484,25.1098,,,,21.9608,,,,9.79,,,43.9195,,9.77,18.6792,,20.2404,29.0469,,20.9086,17.4684,,22.5862,,21.8121,,20.201,,13.7791,,28.3984,61.6163,8.6,240.51,,,325.667,31.2215,25.6249,,85.1169,424.768,10.4057,19.5303,47.0486
2005-10-29,19.0312,,40.8026,,7824.45,,37.0761,,7.01,29.0434,13.34,44.2523,39.6382,,14.4231,122.084,51.7931,26.1171,16.622,23.2385,39.7881,,,20.1756,18.5727,10.02,16.8771,22.0236,,92.8484,25.1098,,,,21.9608,,,,9.79,,,43.9195,,9.77,18.6792,,20.2404,29.0469,,20.9086,17.4684,,22.5862,,21.8121,,20.201,,13.7791,,28.3984,61.6163,8.6,240.51,,,325.667,31.2215,25.6249,,85.1169,424.768,10.4057,19.5303,47.0486
2005-10-30,19.0312,,40.8026,,7824.45,,37.0761,,7.01,29.0434,13.34,44.2523,39.6382,,14.4231,122.084,51.7931,26.1171,16.622,23.2385,39.7881,,,20.1756,18.5727,10.02,16.8771,22.0236,,92.8484,25.1098,,,,21.9608,,,,9.79,,,43.9195,,9.77,18.6792,,20.2404,29.0469,,20.9086,17.4684,,22.5862,,21.8121,,20.201,,13.7791,,28.3984,61.6163,8.6,240.51,,,325.667,31.2215,25.6249,,85.1169,424.768,10.4057,19.5303,47.0486
